id,name,introduction,country
3603,과테말라 산타펠리사 블루제이드,"부드러운 바닐라빈의 향과 함께 깊고 진하게 숙성한듯한 오크향이 함께 입안 가득 퍼지며, 바나나의 산미와 달콤함이 같이 느껴지는 고혹스러운 커피입니다. 밸런스 자체도 워낙 뛰어나며 과테말라 커피이지만, 에티오피아 특유의 깔끔함과 향긋함을 느낄 수 있는 커피
산미가 있는 커피보다는,
단맛의 밸런스가 좋은 커피로, 너무 쓰지 않고 산미가 튀지도 않아 매장에서 핸들링이 쉬운 커피입니다. 호불호 없는 커피로서 어느 매장이든 쉽게 세팅하여 고객에게 만족을 드릴 수 있는 커피",['아카테낭고']
3706,인도 블랜드,"저렴한 가격으로 만족도가 높은 원두입니다.
저렴하고 구수한 맛이 일품인 커피를 찾으시면 이 커피를 추천드립니다.

고소함!
달달함!
라떼랑 딱!","['브라질', '인도']"
197,Seasonal Blend,"FELT가 제안하는 계절감입니다.
잘 익은 과일의 맛과 향에 카라멜 같은 단맛이 조화를 이룹니다. 실크 같은 감촉으로 입안에 닿는 에스프레소 블렌드입니다.","['콜롬비아', '과테말라', '에티오피아']"
3937,뷰블렌드,"- 양양 바다뷰제빵소에 방문한 100만명 이상의 카페 손님이 인정한 블렌딩 원두
- 고소하고 깊은 맛의 조화
- 다크하고 대중적인 아메리카노","['브라질', '인도']"
4487,콜롬비아 디카페인,메이플 시럽처럼 달콤한 한 잔,['콜롬비아']
3031,네이비렄다크 블렌드,"네이비렄 다크 버전으로
더 볶아진 견과류의 맛과 묵직함이 특징입니다.
더 진한 커피를 원하시는 분들께 추천 드립니다.","['콜롬비아', '브라질']"
1722,에티오피아 반코 고티티 G1 워시드,레몬 캔디처럼 새콤 달콤한 맛. 코 끝에 은은하게 남는 홍차의 뉘앙스가 좋아요.,['게데오']
4017,디카페인 블렌드 위켄드,"고소한 바디감과 카라멜 같은 단맛이 좋은 디카페인 블렌딩입니다.
디카페인이 맛이 없다는 편견은 버리셔도 좋습니다.
아메리카노는 물론이고 라떼 음료에도 잘 어울립니다.","['브라질', '과테말라', '콜롬비아']"
3562,밸런스,"향미와 산미, 바디감의 밸런스가 좋은 커피
호불호 없는 맛","['코스타리카', '과테말라', '브라질']"
3207,리치 라운드,코스타리카 특유의 풍부한 바디감과 섬세하게 조율된 밸런스를 느낄 수 있는 올라운더 원두,"['브라질', '과테말라', '코스타리카']"
3458,에티오피아 예가체프 아리차 g1 내추럴,"장미, 베리류의 향과 감귤류의 밝은 산미
부드러운 살구의 단맛, 복합적인 꽃향기의 여운",['아리차']
3206,디카페인 콜롬비아,"배전도 있는 디카페인 커피 입니다.
어느 시간에나 부담 없이 커피를 즐기세요.",['카우카']
3837,시그니처블렌드 D,"[Signature Espresso][중강배전+]

로컬커피로스터스의 시그니처블렌드이며,
산미가 없고 묵직한 바디감과 다크초콜릿의 단맛이 큰 특징입니다.

플레이버가 복합적이고 바디감이 무겁기 때문에
우유베리에이션 음료에서 정말 맛있습니다.","['브라질', '콜롬비아', '인도']"
69,Blend N.1,"스탠딩커피의 첫번째 시그니처 블렌드.
바닐라의 단맛을 기반으로 과일의 향과 맛이 매력적인 커피입니다.","['에티오피아', '에티오피아', '코스타리카']"
195,Classic Plus Blend,FELT가 말하는 클래식 이상의 클래식 입니다. 카카오닙스의 부드러운 쓴맛과 다크 초콜릿의 풍미가 어우러집니다. 묵직하게 입 안에 꽉 차는 강배전 에스프레소 블렌드입니다.,"['콜롬비아', '과테말라', '코스타리카']"
4057,아침 블랜드,묵직한 다크초콜릿의 단맛이 매력적인 커피입니다.,"['과테말라', '인도', '에티오피아']"
231,홀레스트,쌉싸름한 카카오와 다크초콜릿의 묵직한 바디감을 가진 블랜드,"['브라질', '콜롬비아', '인도']"
4800,크로마 블렌드,부드러운 캐슈넛의 고소함과 밀크초콜렛의 단맛 오렌지의 부드러운 산미가 매력적인 커피입니다.,"['콜롬비아', '브라질']"
1477,율 디캐프,"구수한 녹차, 홍차, 블랙 슈가의 늬앙스를 낮에도 밤에도 부담없이 즐길 수 있는 디카페인 커피입니다.","['콜롬비아', '과테말라']"
3738,콜롬비아 라 레오나 만다린,"오렌지필, 만다린의 향과 시럽같은 단맛, 차(Tea)같은 바디감의 커피입니다.",['아메니아']
3177,콜롬비아 라 카바나 게이샤 애너러빅 내추럴,"딸기, 포도의 복합적인 향미와 은은한 브라운 치즈의 단향이 좋습니다.",['s']
3047,오닉스 블렌드,"짙은 바디감과 고소함이 잘 느껴집니다.
흑설탕 같은 단 맛이 좋으며 마무리는 깔끔합니다.
따뜻한 커피는 식어서도 풍미가 좋으며,
차가운 커피는 희석되도 그 힘을 잘 유지합니다.","['브라질', '콜롬비아', '인도']"
4426,케냐 AA TOP 키안두 스페셜티 풀리워시드,"키안두 커피는 니에리 지역의 게냐산 해발 1,800m의 커피 재배에 최적의 조건을 갖춘 키안두 커피농장에서 현대적인 관리를 통해 지속적으로 TOP 그레이드의 커피를 생산하고 있습니다. 케냐 스페셜티 만의 복숭아류의 과일향을 머금어 과일향과 고소함이 잘 어울려 입 안에 기분 좋은 여운을 오랫동안 남겨줍니다.

컵노트: 복숭아, 살구, 자몽, 오렌지, 슈가케인","['카라티나', '니에리']"
3707,Avo 블랜드,"산뜻하고 차같은 느낌의 원두를 찾으시면 Avo 블랜드!
톡! 쏘는 산미의 원두가 아닌 Tea 같은 산미를 찾으신다면 Avo 블랜드!

- 홍차
- 감귤","['에티오피아', '에티오피아']"
3065,오차드 블렌딩,"밸런스 좋은 커피를 만들기 위해 블렌딩한 원두입니다. 적당한 바디감과 단 맛, 약간의 산미와 향이 조화를 이루는원두로 고소하면서 단맛의 블렌딩을 원하시는 분들께 추천드립니다.
(사용량에 따라 가격은 상이하니 연락 주시기 바랍니다.)","['콜롬비아', '과테말라', '인도', '브라질']"
203,비숲,"건자두, 사과와 같은 느낌이며 토피넛, 초콜릿의 단맛을 경험할 수 있습니다.","['인도', '에티오피아']"
3231,과테말라 우에우에테낭고 디카페인,견과류의 고소함과 밸런스,['s']
3936,바다블렌드,"- 양양 바다뷰제빵소에 방문한 100만명 이상의 카페 손님이 인정한 디카페인 원두
- 산뜻하고 부드러운 바디감의 단맛
- 빵과 함께 즐기기에 최고의 커피","['콜롬비아', '브라질', '인도']"
3935,모리 로부스타 쎄 허니,"몰트, 다크초콜릿, 다크 카라멜",['츄 프롱']
1332,몽상스,"달고 부드럽고 바디가 좋은 케냐 커피입니다.
특히 라떼는 정말 맛있습니다.",['키리냐가']
3462,Harum 블렌딩,과일의 상쾌함과 적당한 바디감으로 한잔의 레드와인을 마시는 듯한 풍미를 느낄 수있습니다.,"['에티오피아', '콜롬비아', '브라질']"
3354,블랙수트 블랜드,"밸런스가 좋은 스페셜티 원두 입니다.
아몬드와 초컬릿의 단맛뒤로 아주 살짝 느끼지는 기분좋은 산미!","['에티오피아', '과테말라', '브라질']"
4485,더 블랙,"'더 블랙' 이름에서 느껴지는 강렬한 에스프레소
이탈리아에서 느낄 수 있는 풍부한 크레마와
다크초콜릿, 카카오닙스 그리고 입안에서 풍부하게 느껴지는
바디감이 좋은 블렌딩입니다.
특히, Variation 음료에 강점이 있는 블렌딩입니다.","['케냐', '콜롬비아', '브라질', '베트남']"
274,프라이데이,"다크 블렌드 커피로, 단맛과 바디감에 초점을 둔 커피입니다.

라와 밀크베이스 커피에도 잘 어울리며, 베이커리, 디저트용 커피로써도 훌륭합니다.","['콜롬비아', '에티오피아', '브라질']"
174,ESPRESSO 3s,"한국커피는 원두의 재료가 되는 생두 구매를 위해 매해 산지로 떠납니다. ESPRESSO 3s는 매해 들여오는 생두 중 가장 맛있는 것들을 골라 선보이는 한국커피의 시즈널 블렌드 입니다.

ESPRESSO 3s는 과일잼의 단맛과 촉감, 홍차의 풍성한 향이 매력적입니다.","['에티오피아', '온두라스']"
2993,블렌드 너티 퍼플,"대중적인 입맛에 맞지만 더욱 풍부한 향과 부드러움을 내는 블렌드입니다.
보리차와 같은 고소한 맛을 내며 콜롬비아의 감칠맛과 브라질의 단맛을 적절히 블렌드하여 균형감이 좋습니다.
풍부하고 부드러운 크레마는 보기만해도 입맛이 돕니다.
산미는 거의 없으며, 아메리카노나 라떼 베리에이션 등 고소함을 강조하고 싶을 때 사용하기에 좋습니다.
호불호 갈리지 않는 누구나 좋아할 수 있는 커피입니다.","['브라질', '콜롬비아', '인도']"
1104,썸즈업 블렌드,"다크 초콜렛의 단맛과 견과류의 고소함, 신맛이 적은 것이 특징으로, 고소한 맛을 한번에 표현하는 블렌딩입니다.
썸즈업의 달콤하고 진한 맛은 어떤 베리에이션으로도 잘 어울립니다.","['과테말라', '브라질', '콜롬비아', '에티오피아']"
54,어느푸른저녁,베리류의 산미와 다크 초콜릿과 흑설탕의 단맛을 느낄 수 있습니다. 다양한 향미를 가졌으며 깨끗한 목 넘김과 긴 여운을 느낄 수 있어요.,"['에티오피아', '콜롬비아', '에티오피아', '콜롬비아']"
3841,과테말라 엘 소코로 산 로렌조 스페셜티,과테말라를 대표하는 엘 소코로 농장주가 소유한 또 다른 농장인 산 로렌조는 최고의 농업 기술과 노하우로 좋은 품질의 커피를 생산합니다. 특히 이 커피는 엿기름과 같은 구수한 바디감을 가진 밸런스가 뛰어난 커피입니다.,"['산 로렌조', '바하']"
3515,Santo Negro 산토네그로,"볶은 견과류의 고소함이 가득.
달콤한 디저트와 찰떡이랍니다.","['브라질', '콜롬비아', '인도']"
4523,에티오피아 예가체프 게뎁 단체 첼베사 워시드 G1,"특유의 꽃향기와 사탕과 같은 달콤함이 섬세합니다.
기교 없는 본연의 순수하고 깨끗한 에티오피아 워시드 커피입니다.",['예가체프']
44,콜롬비아 디카페인,"언더프레셔가 로스팅한 고품질의 콜롬비아 디카페인 원두입니다.
'마운틴 워터 프로세스'를 거쳐 카페인을 제거했음에도 생두 본연의 폭발적인 풍미를 유지하고 있습니다.
미디엄 로스팅 과정을 통해 발현되는 산뜻하고 달콤한 톤의 긴 여운이 특징입니다.",['후일라']
3084,송버드(Song Bird),조화로운 커피 한 모금을 귀로 듣는다면 청아한 새소리가 아닐까요? 순수한 재료에서 나오는 단맛과 산미의 조화에 집중 했습니다. 그린마일커피 스페셜티 블렌드 ‘송버드’,"['과테말라', '에티오피아']"
225,브라질 캄포 알레그레,웨이브온 그린빈 파이오니어팀에서 직접 수입한 브라질 스페셜티 커피인 캄포 알레그레는 다년간 수상 경력의 농장주 Henrique씨가 네추럴 가공한 커피로 다채로운 맛에 깔끔한 클린컵까지 가진 스페셜티 등급의 커피로 여러분을 새로운 커피의 세계로 인도할 커피입니다.,['미나스']
4801,아헨 Aachen,우유와 잘 어울리는 진한 다크쵸콜릿의 단맛과 바디감이 풍부한 크레센도 매장에서 콜드브루로 판매하는 커피입니다. 커피에서 느껴지는 신맛에 예민하시다면 아헨을 추천해드립니다.,"['과테말라', '콜롬비아']"
4482,라이프 블렌드,"견과류의 구수함과 카카오가 느껴지는 다크로스팅 블렌드
산미가 없는 원두를 선호하는 고객층의 니즈와
가성비를 만족하는 블렌드","['브라질', '인도']"
4321,써니비치,"향긋하고 풍미있는 달콤함과 산뜻한 산미가 특징입니다.
감귤, 오렌지의 과일 풍미가 은은하게 느껴지면서 캐러멜의 달콤함이 입안 가득 퍼집니다.
더운 여름날 티(Tea)처럼 편하게 마시기 좋은, 입가에 절로 미소가 지어지는 커피입니다.
샘플 주문 시 아메리카노 캔 같이 보내드립니다.","['에티오피아', '에티오피아', '콜롬비아', '온두라스']"
1316,블렌드 슈퍼 노멀,묵직하되 그 묵직함이 과하지 않고 선명한 단맛을 지녔습니다. 다크한 초콜릿 맛과 미미한 산미가 좋은 밸런스를 느끼게 합니다. 데일리 커피로서 역할을 잘 해내리라 자부합니다.,"['콜롬비아', '인도', '브라질']"
1022,스윗 앤 모어,"밸런스가 좋고, 자극적이지 않은 클린한 커피라 누구나 무난하게 즐기기 좋은 커피입니다.","['에티오피아', '과테말라', '브라질', '콜롬비아']"
3140,그레이 블렌드,견과류의 고소함과 초콜릿의 단맛,"['과테말라', '브라질', '콜롬비아']"
3014,맛좋은커피블렌드,"흑설탕 ,강도높은 바디감을 선사하기 위해 다크로스팅방식을 선택했습니다.하지만 후미가 깔끔해서 진한 느낌의 커피를 느끼고 싶다면 추천합니다.","['브라질', '에티오피아', '콜롬비아']"
4691,브라질 세하도 NY2,"고소하고 견과류향미, 에스프레소도 추출해도 무난한 커피입니다.
1차팝이후 2차팝 직전 배출로 브루잉과 머신에 사용하기 좋습니다.

#견과류, #고소함, #흑설탕",['브라질']
3838,시그니처블렌드 A,"[Signature Espresso][중강배전++]

누구나 맛있게 먹을 수 있는 커피를 고민하다 만든 블렌딩 입니다.
고소함과 구수함이 주는 플레이버는 우리가 흔히 알고있는 그 맛입니다.

그렇지만 향이 너무 깊고 묵직한 바디감이
이 커피를 특별하게 만들어줍니다.","['Colombia', 'Brazil', 'India']"
53,센스 앤 센서빌리티,"커피 맛에도 이성과 감성이 있다면 어떤 맛일까?
이성과 감성의 조화를 추구하며 사는 것이 인간의 삶이라면, 커피 맛에서 이성과 감성의 조화와 매칭되는 맛이란? 이런 물음에서 출발했습니다.
“이성과 감성의 조화 = 산미와 단맛의 조화”
이 단순하면서도 어려운 답을 찾기 위한 여정을 시작했습니다. Bright & Sweet을 기본 컨셉으로 계속 발전시켜나갈 Coffee Montage의 1st Seasonal Blend를 기대해주세요.
에스프레소 머신으로 추출해도 맛있고, 브루잉을 해도 맛있는 커피를 지향합니다!","['에티오피아', '케냐']"
3928,올드타운로드 하우스블랜드,"컨트리사이드의 대표 블랜드 올드타운로드 입니다.
구운 아몬드의 고소함과 다크초콜릿의 짙은 단맛, 그리고 카카오닙스의 감칠맛이 좋은 마무리를 보여주는 커피입니다.","['인도', '브라질']"
104,딥씨 블렌드,낮은 톤의 은은한 산미와 초콜릿의 깊은 여운을 가진 딥씨는 브루잉부터 에스프레소까지 어떤 종류의 추출에도 잘 어울리는 커피로 균형잡힌 맛과 향을 가지고 있습니다.,"['콜롬비아', '에티오피아', '과테말라']"
3145,케냐 뚱구리 AA TOP 워시드,블랙커런트와 자몽 같은 과일 톤 뒤에 느껴지는 브라운슈가의 단맛과 여운이 길고 좋은 케냐 커피입니다.,['키린야가']
4643,과테말라 SHB 마운틴워터 디카페인,"호박엿, 황설탕, 초콜릿 향미의 디카페인 원두",['s']
3895,에티오피아 디카페인,"은은한 과일향 뒤에 숨어있는 산미
상큼한 단맛과 가벼운 바디감의 조화

중약배전으로 로스팅하여 내추럴 커피 특유의 향과 맛을 살리고 쓴맛을 없앴습니다. 향미 손실이 적은 마운틴워터 프로세스 가공으로 질 좋은 내추럴 G1등급의 특성이 그대로 살아있는 원두입니다.",['구지']
1725,블렌드 루트 블랙,"리프커피의 시그니처 블렌드로 중후한 단맛과 쌉쌀함을 느낄 수 있는 블렌드입니다.
카카오 함량이 높은 고메 초콜릿을 마시는 듯한 풍부한 맛입니다.
입 안에 묵직하게 느껴지는 질감과 견과류의 단맛, 부드러운 목넘김이 매력적입니다. 단맛과 쌉쌀함의 밸런스가 좋아 처음부터 끝까지 편안하게 마실 수 있습니다.
아주 살짝 느껴지는 산미는 맴돌았던 향미를 정돈하며 다음 한 모금을 기대하게 합니다.
1kg의 로스터, 8평의 작은 카페가 2012년부터 한 자리에서 10년동안 우직하게 자리를 지키며 성장 할 수 있게 해주며, 많은 메뉴들의 베이스가 되어주는 루트 블랙은 리프커피에게 든든한 뿌리입니다.","['브라질', '과테말라', '코스타리카', '인도']"
3199,바이올렛 블렌딩 커피,"- 편안한 균형감과 적당한 농도, 살짝 터치하는 산미
- 부드러운 옥수수차가 연상되는 커피","['브라질', '콜롬비아']"
4698,모카 블렌딩,"약간의 쌉쌀함으로 깔끔한 카페모카를 먹는듯한 초콜릿 향미

#초콜릿, #약간쌉쌀, #고소함, #달콤","['브라질', '콜롬비아', '과테말라']"
4820,시즈널 블렌드 '가을',‘시즈널 블렌드 가을’은 고소한 견과류의 향미를 중심으로 밀크 초콜렛과 브라운 슈거의 단맛이 깨끗한 질감과 함께 느껴지는 매력적인 커피입니다.,"['브라질', '콜롬비아']"
1340,카라멜 슬럽 블렌드,밀크초콜렛을 머금고 있는 듯한 부드러운 질감에 은은하게 오는 산미 주변 상권보다 특별한 맛을 찾는 사장님에게도 추천드립니다.,"['콜롬비아', '브라질']"
4188,봄 블랜드,"딸기 요거트를 먹는 듯한 상큼한 블랜드입니다.
라즈베리, 딸기, 요거트, 조청의 단맛이 매력적인 봄날의 햇살같은 블랜드입니다.","['에티오피아', '에티오피아', '콜롬비아']"
3461,BAGUS 블렌딩,"곡물류의 고소함, 카라멜의 단맛과 느껴지는 다크 초콜렛의 긴 여운","['브라질', '콜롬비아', '베트남']"
3721,일상 블렌드 A (아메리카노),"일상속에서 부담없이 즐길 수 있는 편안한 커피입니다.
부드러운 산미, 고소함, 좋은 밸런스를 목표로 로스팅 되어지고
따뜻한 아메리카노에서는 긍정적인 부드러운 산미가 느껴지고,
라떼에서는 산미가 잘 느껴지지 않는 대신 고소함이 잘 느껴지는 블렌드 입니다.","['니카라과', '인도']"
217,77도 블렌드,"77도 블랜드를 마셨을 때 입안에 감기는 바디감이 훌륭하며 분쇄 하였을 때 고소한 견과류나 기름진 베이컨의 향미가 일품입니다. 커피를 마시고 느끼는 애프터는 고소함으로 입안을 가득 채우며, 끝에 쓴맛보다 고소함이 남아 기분이 좋아지는 커피입니다.","['과테말라', '브라질', '인도']"
1017,과테말라 디카페인 마운틴워터 프로세스,헤이즐넛 같은 고소함과 초콜릿의 단맛이 느껴져요.,['과테말라']
134,상큼한초밥 블렌딩,"상큼한 초밥은 상큼함과 고소함이 공존하는 초밥을 모티브로 제작되었습니다.
커피에서 가장 호불호 강한 신맛을 모든 사람이 좋아할만한 대중적인 맛으로 어떻게 변화시킬까?
라는 의문에 평소 즐겨먹던 초밥을 떠올렸습니다.
초밥은 고소한 흰쌀밥에 새초롬한 식초를 더해 감칠맛을 더해주는데, 즉 고소함에 상큼함을 더하면 굉장히 땡기는 신맛이 된다는 걸 깨닫고 커피에 그대로 적용하였습니다.
에티오피아의 감귤류 산미와 은은한 허브향은 브라질의 고소한 쌉싸름함과 만나 조화를 이루며 누구나 부담없이 마실 수 있는 대중적이고 개성있는 신맛의 커피가 되었습니다.
커피의 신맛은 잘 사용하면 감칠맛을 더해 커피를 더 맛있게 만드는 중요한 존재이기에 신맛에 대한 끊임없는 연구로 모두가 즐길 수 있는 완성된 신맛이 바로 상큼한 초밥 블렌딩입니다.","['브라질', '에티오피아']"
1200,푸짐한알밥 블렌딩,"푸짐한알밥은 한 그릇으로도 배부른 알밥을 모티브로 제작되었습니다.
로부스타라는 저렴한 커피가 가진 맛의 한계치는 아무리 로스팅을 잘하더라도 분명히 낮기 때문에
스페셜티 등급의 커피만큼 맛있다! 라고 말은 못하지만 굉장히 익숙하고 친근한 대중적인 맛으로
저렴한 커피에서 많이 보이는 로부스타의 결점 (혀에 남는 쓴맛, 흙, 비냄새, 건조한 나무, 고무 등)
은 없고 보리차, 옥수수 수염차, 견과류를 우린 물같은 구수함과 카카오의 쌉싸름함이 선명한 커피입니다.
쓰고 구수한 커피의 정석적인 맛이며 누구나 한번쯤은 마셔봄직한 기억을 자극하는 맛,
무엇보다 저렴하기에 푸짐하게 매일을 마셔도, 사람들과 나눠먹기도 참 좋은 갓성비 커피입니다.","['우간다', '베트남']"
3896,브라질 세라도 디카페인,"땅콩의 고소함과 코코아 파우더의 쌉싸름함
진득한 단맛과 클래식한 커피향

중강배전으로 로스팅하여 더욱 깊어진 커피의 맛과 향",['세라도']
1573,멕시코 디카페인,시럽처럼 달콤해서 부드럽게 부담없이 드시기 좋은 커피입니다.,['치이아피스']
1025,발렌타인 플러스,"커피의 단맛을 끌어올려주는 인도네시아와 고소한 볶은 견과류톤의 과테말라 그리고 감귤류 과일의 단맛을 가진 코스타리카 원두가 어우러져 근사한 맛과 풍미가 표현됩니다. 초반에는 무겁게 느껴지고 뒤로 갈수록 부드럽게 느껴지는 여운이 특징입니다.
* 이일용 로스터의 한마디 *
커넥츠커피 합정점, 망원점에서 사용하고 있는 원두입니다. 5년동안 시장에서 확실한 검증을 거쳤고 오래 사랑받은 블렌드라고 말씀드릴 수 있습니다. 어두운 타입의 원두를 선호하면서도 향이 풍성하길 원하시는 분들이라면 분명 좋아하실거예요!","['인도', '코스타리카', '과테말라']"
3585,윈터 블렌드,"이름에 걸맞게 추운 겨울 떠오르는 묵직한맛의 정석의 CUSP 블렌드 커피입니다.
와인을 숙성한듯 깊은 향이 느껴지는 오크의 숙성향과 , 군밤의 고소하고 묵직한 맛과 함께 중후한 시가의 향이 입안 가득퍼지며, 추운 겨울 벽난로가 생각나는 커피라고 표현하고 싶습니다.
묵직하고 다크한 맛의 커피를 추구하는 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.","['인도', '브라질', '과테말라']"
3357,디카페인 원두,"호두, 호박엿과 같은 구수함
카페인 원두와 동일한 뉘앙스의 디카페인 원두!",['코스타리카']
4483,디카페인,"고소하고, 쌉쌀한 느낌으로
디카페인 같지 않은 디카페인 커피,
우유와도 잘 잘어울립니다.",['콜롬비아']
3058,디카페인 과테말라 SHB 싱글오리진,"마운틴 워터 프로세스 방식으로 카페인은 제거되고 생두가 지니고 있던 본래의 향미와 풍미는 온전히 남아있는 디카페인 커피입니다.
고구마, 브라운슈가, 밀크초코렛의 향미를 느낄 수 있습니다.",['과테말라']
227,모노톤,깊은 단맛을 품고있어 바닐라시럽이나 초코시럽과 만나면 보다 깊고 풍부한 단맛을 가진 라떼를 맛보실수 있어요.,"['과테말라', '브라질', '에티오피아', '인도', '에티오피아']"
3180,디카프 슬럽,"천연사탕수수공법을 이용해 카페인을 제거한 E.A. 카우카 디카프
고소하고 깔끔한 맛",['후일라']
