id,이름,로스터리,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,커피 소개,나라,로스터리 소개,로스터리 주소,이름.1,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호,카페인,로스터리ID
4691,브라질 세하도 NY2,서가로스터리,싱글오리진,미디엄다크,,['null'],3,1,3,3,"고소하고 견과류향미, 에스프레소도 추출해도 무난한 커피입니다. 1차팝이후 2차팝 직전 배출로 브루잉과 머신에 사용하기 좋습니다.  #견과류, #고소함, #흑설탕",브라질,"최고의 커피를 만들기 위해 항상 노력합니다. 수년간 바리스타 교육과 창업실무, 로스팅을 하면서 원두선택에 있어 많은 어려움을 겪으시는 대표님들을 보면서 거품을 빼고 최고의 커피를 공급해야겠다는 마음하나로 여기까지 왔습니다. 최고의 원두를 위해 공급가는 합리적으로! 향미는 우수하고 균일하게! 피드백는 빠르게! 항상 좋은 커피를 만들기위해 노력합니다.","충청남도 논산시 연산면 황룡재로 65, 2층",브라질 세하도 NY2,커피,서가로스터리 (충남 논산시 연산면 황룡재로 65 2층 서가로스터리 1사무실),제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,서가로스터리 01063083067,1,40
4797,온두라스 카바예로 워시드 아나에어로빅,보난자커피 코리아,싱글오리진,라이트미디엄,공정무역,['null'],3,3,5,1,"카라멜의 단맛, 복숭아 주스를 마시는 듯한 느낌, 은은한 꽃향과 바닐라 그리고 딸기의 향미가 나는 커피입니다.",온두라스,"""커피라는 이름으로 남들이 가지 않았던 그 먼 곳으로 가보는 것""  세계의 많은 매체들로부터 '당신이 죽기 전에 반드시 가봐야 할 세계 25대 카페', '유럽을 대표하는 5대 카페', '2021 세계 최고의 10대 카페'로 선정된 보난자커피는 20년간 발전시켜온 로스팅 기술과 최고의 로스터기 프로밧 G45가 만나, 국내에서 직접 로스팅 한 고품질의 원두를 소개합니다.",서울 광진구 능동로 239-1 B동 1층 보난자 커피,온두라스 카바예로 워시드 아나에어로빅,커피원,서울특별시 용산구 이태원로49길 24,제조일로부터 1년,주문 확인 후 제조,250g,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,보난자커피 코리아 010-4202-3313,1,35
4220,캄블렌드,이수팩토리,블렌드,미디엄다크,,['null'],4,1,4,3,"[캄블렌드] 묵직하게 잔잔하게 묵직한 바디감과 고소함 길게 이어지는 카카오, 캬라멜의 단맛 풍부한 넛티, 카카오닢스의 고소함 쓰지 않고 깔끔하게 만든 블렌딩 이수팩토리의 대표 블렌딩!","브라질, 과테말라, 에티오피아, 인도","이수 [이익이 많은 곳] 서로 상생, 교류하며 매일 매일 마셔도 부담없는 커피를 만듭니다. 누구나 쉽게 추출하고 마시고 즐길 수 있는 커피를 지향하며, '제품이 좋아야 가성비가 좋다'라는 생각으로 만들어가고 있습니다. 좋은 퀄리티의 커피를 만들기위해 무조건 저렴한 생두를 찾기보다는 출처가 분명하고 신선한 제철의 생두를 선택합니다. 저렴한 가격을 위해 생산단가를 줄여가길 택했고, 자체봉투제작 원자재 대량 구매 등으로 생산고정비를 줄여 합리적인 납품가를 유지하려 노력중입니다. 이수팩토리 MAKE SMILE TOGETHER",경기도 수원시 장안구 금당로90번길 38 이수팩토리,캄블렌드,커피,경기도 수원시 장안구 금당로90번길 38 이수팩토리,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이수팩토리 01086348481,1,72
3607,반달 베어 블랜딩,커피볶는곰,블렌드,미디엄다크,,['null'],5,1,5,3,밀크 초코렛 맛을 가진 시럽과 소스에 가장 잘 어울리는 고소하고 묵직한 블랜딩 원두 입니다.,콜롬비아,"커피볶는곰은 2010년 부터 스페셜티를 중심으로, 감남에 위치한 매장과 용산에 위치한 로스팅 및 교육공간을 운영 하고 있습니다.  '커피는 제철과일' 이라는 슬로건과 함께 재료의 선별, 용도에 맞는 로스팅, 매장의 환경에 맞는 추출에 모두 집중하여 고객에게 전달되는 한잔을 위해 최선을 다하고 있습니다.  곰의 원두를 사용하시는 매장은 원두와 추출에 관련된 물에 관련된 현장세팅을 진행 해 드립니다.",서울특별시 용산구 갈월동 5-67,반달 베어 블랜딩,커피,"오소커피로스터스, 서울시 용산구",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피볶는곰 0262422113,1,91
53,센스 앤 센서빌리티,커피 몽타주,블렌드,미디엄,,"['꽃', '오렌지', '자두', '카라멜', '산미와 단맛의 조화로움']",3,4,4,2,"커피 맛에도 이성과 감성이 있다면 어떤 맛일까? 이성과 감성의 조화를 추구하며 사는 것이 인간의 삶이라면, 커피 맛에서 이성과 감성의 조화와 매칭되는 맛이란? 이런 물음에서 출발했습니다. “이성과 감성의 조화 = 산미와 단맛의 조화” 이 단순하면서도 어려운 답을 찾기 위한 여정을 시작했습니다. Bright & Sweet을 기본 컨셉으로 계속 발전시켜나갈 Coffee Montage의 1st Seasonal Blend를 기대해주세요. 에스프레소 머신으로 추출해도 맛있고, 브루잉을 해도 맛있는 커피를 지향합니다!","에티오피아, 케냐","""영화 같은 일상, 그 일상 속의 커피 한 잔"" 한 편의 영화처럼 커피를 둘러싼 사람과 일상 모두를 몽타주(Montage, 편집) 할 수 있기를... 안정적인 로스팅 품질 관리로 잘 알려진 커피몽타주는 전국 150여 곳의 크고 작은 카페에 커피를 납품하고 있으며, 고품질의 생두 구매를 위하여 각종 해외 커피 옥션 참여 및 산지 직거래를 시도하고 있습니다. 좋은 생두를 찾기 위한 노력, 더 나은 로스팅을 위한 매일의 시도, 최선의 커피 추출을 위한 고민들. 맛있는 커피 한 잔에 정직한 과정을 담기 위해 우리는 오늘도 고민합니다.",서울 강동구 올림픽로48길 23-12 1층,센스 앤 센서빌리티,커피,"커피몽타주, 경기도 하남시 미사동로40번길 137",제조일로부터 3개월까지(실온상태),상품 후면에 별도 표기,200g / 1kg,직사광선을 피하고 서늘한 곳에 보관하십시오.,"커피원두 100% (에티오피아 50%, 케냐 50%)",코케 고객센터 070-4647-1868,1,86
1342,F 블렌드,리플로우 커피 로스터스,블렌드,미디엄다크,,"['견과류', '밀크 초콜릿']",4,2,4,4,"단맛과 풍미에 중점을 둔 중강배전의 블렌딩 원두입니다. 견과류의 고소함과 캐러멜, 사탕, 다크초콜릿의 단맛, 후미의 쌉싸름함까지 복합적인 단맛을 가진 것이 특징입니다.","브라질, 콜롬비아","리플로우 커피 로스터스는 고객들이 부담 없는 가격으로 스페셜티 커피를 즐길 수 있게 합니다. 이는 커피의 품질에 대한 타협에서도, 공정 과정에서 들어가는 노력에 대한 타협에서도 나오는 것이 아닙니다. 오롯이 고객들을 생각하는 마음의 결과물일 뿐입니다. 가장 맛있으면서도 가장 편안한 스페셜티 커피, 이것이 리플로우 커피 로스터스의 지향점입니다.","서울특별시 마포구 월드컵북로6길 88, 2층(동교동)",F 블렌드,커피 원두,서울특별시 마포구 월드컵북로6길 88,제조일로부터 1년,별도표기,200g / 1kg,서늘한 곳에 보관,"커피 원두(브라질 60%, 콜롬비아 40%)",코케 고객센터 070-4647-1868,1,29
3345,옐로우렄블렌드,칠복상회로스터스,블렌드,미디엄다크,,"['곡물의 고소함', '쌀과자', '강냉이']",4,2,4,2,"산미가 없고 탄맛 쓴맛 없이 고소한 맛이 특징이며, 누구나 드시기에 부담이 없습니다.","브라질, 인도","""삶의 맞춰 넘치는 복은 나누고, 부족한 건 채우며""  칠복상회는 1984년 수유 재래시장에서 시작했던 부모님의 작은 건어물 가게 이름을 그대로 따랐으며, 일평생 변함없는 부모님의 마음과 태도를 두 형제가 이어 받아 2014년부터 같은 이름으로 매일매일 성실하고 정직하게 볶은 커피를 선보이고 있습니다.",서울 강북구 한천로139가길 15 1층,옐로우렄블렌드,커피,서울 강북구 한천로139가길 15 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,칠복상회로스터스 010-6521-4889,1,81
1047,엘리 크릭,프레이저 커피,블렌드,미디엄다크,직접무역,"['카라멜', '블랙체리', '밀크 초콜릿', '달다']",3,3,2,4,풍부한 단맛과 부드러운 질감을 갖춘 밸런스가 돋보이는 매력적인 커피,"콜롬비아, 브라질, 과테말라, 에티오피아","프레이저 커피는 숲과 바다, 해변, 자연이 어우러진 지상낙원이라 불리는 프레이저 아일랜드를 모티프로 시작되었습니다.  한잔의 커피를 즐기는 이 순간, 일상의 여유와 함께 기억될만한 추억으로 만들어주고 우리의 가치와 철학이 고스란히 전해지길 원합니다.",경기 성남시 분당구 구미로9번길 25,엘리 크릭,커피,"경기도 성남시 중원구 사기막골로 124, skn테크노파크 메가센터 1411호, (주)프레이저커피",제조일로부터 1년,주문시 로스팅,200g / 1kg,실온보관,"커피원두 100%(브라질 35%, 과테말라 25%, 콜롬비아 20%, 에티오피아 20%)",코케 고객센터 070-4647-1868,1,102
204,브릴리,나무사이로,싱글오리진,미디엄다크,직접무역,"['바닐라', '피스타치오', '크림브륄레', '밀크 초콜릿']",4,1,5,3,"바닐라, 건과일, 견과류, 크림 브륄레, 누룽지 사탕 등의 향미가 두드러집니다. 매일 먹어도 질리지 않는 마치 밥같은 커피로 누가 마셔도 좋습니다.",판타노 미나스제라이스,"2002년에 시작한 나무사이로는 한 잔의 커피로 우리의 일상이 풍요로워지기를 바랍니다. 지속적으로 산지를 방문하여 농부•생산업자와 소통하며 좋은 재료와 논리적인 로스팅, 철저한 품질관리를 기반으로 커피가 가진 다양한 매력을 소개합니다.","경기도 성남시 분당구 석운로 33, 나무사이로",브릴리,커피,"나무사이로, 경기도 성남시 분당구 석운로 33",제조일로부터 1년,별도표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳,아라비카 원두 100%,코케 고객센터 070-4647-1868,1,8
3340,콜롬비아 디카페인,칠복상회로스터스,디카페인,미디엄다크,,['null'],3,2,4,2,"맛있는 디카페인 커피입니다. 미디엄 다크 로스팅 포인트로 고구마, 사탕수수, 초콜릿 뉘앙스로 누구나 부담 없이 편하게 드실 수 있습니다.",콜롬비아,"""삶의 맞춰 넘치는 복은 나누고, 부족한 건 채우며""  칠복상회는 1984년 수유 재래시장에서 시작했던 부모님의 작은 건어물 가게 이름을 그대로 따랐으며, 일평생 변함없는 부모님의 마음과 태도를 두 형제가 이어 받아 2014년부터 같은 이름으로 매일매일 성실하고 정직하게 볶은 커피를 선보이고 있습니다.",서울 강북구 한천로139가길 15 1층,콜롬비아 디카페인,커피,서울 강북구 한천로139가길 15 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,칠복상회로스터스 010-6521-4889,0,81
3912,조바티 스페셜 블렌드,조바티커피,블렌드,라이트미디엄,,['null'],3,4,3,1,조바티 스페셜 블렌드는 꽃향기와 베리맛이 강점이 원두입니다 특유의 산미가 입안 가득 밝은 풍미를 가득하게 해줘서 마치 와인을 마시는듯 깊은맛을 표현 했습니다. 스페셜한 원두입니다.,"에티오피아, 르완다","조바티커피 로스터스입니다. Jobatti Coffee Roasters (JCR)  ""Coffee-Impressionism""  스타벅스 같은 세계적인 로스터리 카페를 꿈꾸며 조바티커피를 만들고 있습니다. 대한민국을 대표하는 로스터리로 거듭나겠습니다. 감사합니다.",경기 고양시 일산동구 일산로372번길 30-5 1층,조바티 스페셜 블렌드,커피,"경기도 고양시 일산동구 일산로 372번길 30-5, 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900,1,78
173,CLASSIC BLEND,한국커피,블렌드,다크,직접무역,"['황설탕', '카카오닙스', '초콜릿']",3,3,4,2,"클래식 블렌드는 황설탕의 단맛, 초콜릿 향미, 카카오 닙스같은 쌉싸름함에 은은한 산미까지 느낄 수 있는 커피입니다. 대중적인 취향에 맞춘 부드러운 단맛 베이스의 커피입니다.","과테말라, 에티오피아","(주)한국커피는 1992년에 신사동에서 매장과 함께 커피를 볶아 판매하며 사업을 시작했습니다.  한국커피는 우리가 마시는 커피의 원재료인 생두를 유통하고 커피 로스팅, 원두 납품을 전문으로 하는 스페셜티 커피 회사입니다.  한국커피의 25년 노하우가 담긴 블렌드 커피, 여러분의 카페와 집에서도 경험해 보세요.",경기도 광주시 오포읍 수레실길 144,CLASSIC BLEND,볶은커피,"(주)한국커피, 경기도 오포읍 수레실길 144",제조일자로부터 1년,별도 표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오. 개봉 후 빨리 드시기 바랍니다.,원두커피 100%,코케 고객센터 070-4647-1868,1,108
3048,카넬리안 블렌드,필리그리커피,블렌드,미디엄다크,,['null'],3,2,4,4,녹진하게 느껴지는 초콜릿 뉘앙스 뒤에 고소함이 잘 나타납니다. 입안에 남는 단 향의 마무리가 좋으며 텁텁하지 않은 깔끔함이 좋습니다.,"과테말라, 인도, 에티오피아",필리그리커피는 커피가 가진 섬세함에 집중합니다. 커피맛에 영향을 주는 수많은 변수들을 최대한 통제하고 가장 맛있는 한 잔이 만들어 질 수 있는 방법을 고민합니다. 품질 좋은 생두를 엄격하게 선별하고 생두에 가해지는 데미지를 최소화하는 로스팅 기술을 적용해 변함없이 맛있게 즐길 수 있는 커피를 제공해 드립니다. [회사 연혁] 2014년 스페셜티커피 전문점 어썸드립커피 오픈 2020년 고재커피로스터스로 원두 납품 시작 2022년 원두 가공 납품 회사 필리그리커피 법인 및 로스팅 공장 설립 2023년 SCI 기술평가 우수기업 인증 어썸드립커피 프랜차이즈 사업 시작 - 14년 인천삼산본점 12월 오픈 - 23년 인천논현점 3월 오픈 - 23년 부천중동점 6월 오픈 [사용 장비] 로스터기 : 디드릭 IR-12 / 디드릭 IR-2.5 / 이카와 PRO50 커피머신 : 키스반더웨스턴 스피릿 2G 그라인더 : 빅토리아 아르두이노 미토스원 / 메저 로버S / 디팅 807스윗랩 측정기 : 싱크포,경기도 부천시 중동로356번길 6 필리그리커피,카넬리안 블렌드,커피,경기도 부천시 중동로356번길 6 필리그리커피,제조일로부터 1년,별도 표시,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,필리그리커피 032-672-9127,1,105
4613,프레쉬 블렌드,헤베커피,블렌드,라이트미디엄,,['null'],3,4,4,1,"Tasting note 베리, 복숭아, 카라멜, 시러피 Hebe's ﻿comment 프레쉬 블렌드는 잘 익은 베리에서 느껴지는 단맛과 함께 산뜻한 핵과류의 산미가 매력적인 블렌드입니다:) 프레쉬 블렌드는 필터커피로 내려 드셔도 좋지만, 진득한 에스프레소를 추출하여 향긋한 라떼로 즐겨보시는 것도 추천드립니다! (원두 량을 중/강배전의 커피보다 조금 더 업도징하여 사용해주시면 좋습니다😄)","예가체프, 과테말라","헤베커피는 커피씬에서 주목 받는 스페셜티 커피 매장입니다. 오너인 임지영 바리스타는 한국 브루어스컵 국가대표 선발전 등 다양한 대회에서 수상 경력을 자랑하며, 생두 유통, 로스팅, 머신 제조업, 커피 체인 전 영역에서 드물게 전문성을 인정받은 여성 바리스타입니다. 대기업과 벤처 회사에서의 경험을 바탕으로 현재는 헤베커피를 운영하고 있습니다. 그리스어 Ἥβη(헤베)를 모티브로 한 헤베커피의 C.I는 청춘과 젊음을 상징합니다. 이 헤베라는 이름은 그리스 신화에 등장하는 청춘의 여신을 의미합니다. 헤베커피는 마치 청춘을 가져다주는 여신 헤베처럼, 모든 고객들이 우리 브랜드를 통해 일상을 환기하고 각자 빛나는 시간을 만들어가기를 바라며 헤베 브랜드를 운영하고 있습니다.",,프레쉬 블렌드,커피,서울 중구 필동로 32 낙원빌딩 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,헤베커피 010-5295-5742,1,110
3089,모노그램(Mono Gram),그린마일커피,블렌드,미디엄다크,,['null'],3,3,5,2,총 4 국가의 생두를 블랜딩하여 하나로 어우러지는 맛을 표현했습니다. 견과류의 고소함이 특징인 브라질 커피를 베이스로 밀크초콜릿을 연상하게 하는 부드러운 맛이 매력적입니다. 데일리 커피로 추천합니다.,"과테말라, 에티오피아, 브라질,  케냐","저희는 소비자가 좋아하는 맛있는 커피, 각각의 특징이 살아있는 스페셜티 에스프레소 블렌드와 싱글 오리진을 합리적인 가격으로 제공하고 있습니다.  “Walk the green mile” 저희는 화려하게 드러나지는 않지만 묵묵하게 그 길에 있습니다. 좋은 커피는 좋은 재료의 선별에서부터 시작됩니다. 이는 결코 타협하지 않는 저희 자신과의 약속으로 2009년, 그린마일 커피의 시작부터 오늘까지 변함없이 지키고 있습니다.",서울시 중랑구 신내역로 111 SKV1 센터,모노그램(Mono Gram),커피,서울시 중랑구 신내역로 111 SKV1 센터,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,그린마일커피,1,6
4010,콜롬비아 엘 오브라헤 게이샤 무산소발효 내추럴,카페소소한사치,싱글오리진,라이트,,['null'],3,4,4,2,밝고 경쾌한 베리류의 향미와 단맛이 기분좋게 남는 커피,나리뇨,매일 신선한 커피를 로스팅하는 소소한사치 입니다.  신선한 뉴크롭의 커피로 로스팅한 원두를 큐그레이더가 커핑과 추출까지 품질관리를 하고 있습니다.  항상 정성껏 준비한 커피로 인사드리겠습니다.,경기도 부천시 소사구 호현로 489,콜롬비아 엘 오브라헤 게이샤 무산소발효 내추럴,커피,경기도 부천시 소사구 호현로 489,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페소소한사치 010-9340-4364,1,82
1016,리밀 블렌드,리밀커피,블렌드,미디엄다크,,"['견과류', '카카오', '다크 초콜릿', '황설탕', '오렌지']",4,2,4,4,견과류의 고소함과 카카오의 달콤 쌉싸름한 맛이 느껴져요.,"브라질, 과테말라",“우리의 커피가 닿으면 느낌표가 떠오를 거예요”  리밀커피는 커피를 통해 만들어질 수 있는 다양한 감동을 전달하기 위한 가장 좋은 방법을 생각합니다.,서울시 마포구 동교로22길 21,리밀 블렌드,볶은커피,"서울시 마포구 동교로22길 21,1층 리밀커피",제조일로부터 3개월 이내,주문일로부터 7일 이내,200g / 1kg,-,"커피원두 100%(브라질산, 인도산)",코케 고객센터 070-4647-1868,1,25
4683,아프로디테 블렌딩,라메르판지 비앤알,블렌드,라이트미디엄,,"['달다', '베리류', '복숭아', '카라멜']",2,3,4,2,라 메르 판지의 첫번째 시그니처 블렌드로 베리류의 화사함과 건과일을 먹는 듯한 단맛은 물론 깔끔한 텍스처로 즐거운 여운을 선사합니다.   ※핸드드립 등 브루잉 기구를 사용하는 것을 추천 드리며 에스프레소 및 모카포트로 드셔도 좋습니다.,"에티오피아, 에티오피아, 과테말라","라 메르 판지 제조사인 라 메르 판지 B&R은 베이커리와 원두를 제조하는 회사로, 안전하고 질 좋은 먹거리를 제공하기 위해 HACCP인증을 마친 프리미엄 베이커리 만을 취급하는 회사입니다.",울산 북구 판지1길 30,아프로디테 블렌딩,커피,라메르판지 비앤알 / 울산광역시 북구 판지1길 30 (지상2~3층 구유동),제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라메르판지비앤알 0522928787,1,18
3801,모리 케피어 로부스타 TR4,라까프,싱글오리진,미디엄,직접무역,['null'],4,1,4,2,"밀크초콜릿, 당밀, 황설탕",잘라이,"""New wave of Vietnamese Coffee"" 한국에서는 찾아볼 수 없던 최상급 베트남 커피와 그 속의 담긴 이야기를 전합니다. 라까프는 최고 품질의 커피를 재배하고 가공하는 6개 농장들과 파트너십을 맺고 직공정거래를 통해 생두를 안정적으로 공급 받습니다. 베트남 커피 그리고 파트너 농장의 커피만을 사용하기에 균일한 품질을 유지할 수 있습니다. 커피의 최초 생산자와 그 어떤 로스터리보다 밀접한 관계를 유지하기에 직접적으로 커피농장에서부터 한 잔의 커피가 되는 모든 과정에 라까프가 함께 합니다. 라까프 로스터리는 HACCP인증을 받았으며, 석발기와 선별기를 사용함과 동시에 색도, 밀도, 수분함량 등을 확인하여 고품질의 균일한 원두 공급을 위해 최선의 노력을 다합니다.",서울특별시 광진구 면목로 5-1 1층 102호,모리 케피어 로부스타 TR4,커피,서울특별시 광진구 면목로 5-1 1층 102호,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라까프 070-8098-2019,1,17
3804,웨이브온 컴페티션 블랜드,웨이브온 커피,블렌드,다크,,['null'],5,1,3,4,강배전 특유의 쌉싸름한 진한 맛과 묵직한 바디감을 느낄 수 있는 블랜드,"브라질, 에티오피아, 과테말라","“‘Relax on the wave, On your life, With your coffee’라는 슬로건에 맞게 고객의 삶속에 웨이브온 커피가 휴식으로 스며들 수 있도록 하며, 퀄리티 높고 고객 감동을 주는 여러 커피 MD들을 출시하고 있습니다.  브라질의 농부들과 직접 만나 교류하며 스페셜티 등급의 생두 공급망을 구축하였습니다. 수확한지 1년이내의 뉴크롭 생두로 제조한 원두의 신선함을 느껴보세요!",부산 기장군 장안읍 해맞이로 286,웨이브온 컴페티션 블랜드,커피,부산 기장군 장안읍 해맞이로 286,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,웨이브온 커피 051-727-1660 /2번,1,69
1063,하드워커,차군커피로스터스,블렌드,미디엄다크,,"['다크 초콜릿', '카카오', '달다']",3,2,4,2,열심히 하루를 살아가는 우리에게 달콤 쌉싸름한 커피 한잔은 큰 힘이 되죠 바쁜 일상 속 그 사이의 작은휴식 하루를 버틸 수 있는 원동력을 주는 한 잔이 될꺼에요!,"브라질, 과테말라, 콜롬비아",'의미있는 한잔' 우리의 커피가 당신에게 큰 힘이 되길 바랍니다.,"경상남도 밀양시 가곡11길 4, 차군커피로스터스",하드워커,,경남 밀양시 가곡11길 4,제조일로부터1년,별도표기,별도표기,건조하고 서늘한 곳에 보관,커피원두100%,코케 고객센터 070-4647-1868,1,79
4334,콜롬비아 라 레세르바 카투라 치로소,필리그리커피,싱글오리진,미디엄,,['null'],3,3,4,3,"무산소발효 허니 가공 방식으로 열대과일과 진득한 잼 같은 달콤함과 함께 정향, 민트 등이 같이 느껴지는 커피입니다.",안티오키아 볼리바르,필리그리커피는 커피가 가진 섬세함에 집중합니다. 커피맛에 영향을 주는 수많은 변수들을 최대한 통제하고 가장 맛있는 한 잔이 만들어 질 수 있는 방법을 고민합니다. 품질 좋은 생두를 엄격하게 선별하고 생두에 가해지는 데미지를 최소화하는 로스팅 기술을 적용해 변함없이 맛있게 즐길 수 있는 커피를 제공해 드립니다. [회사 연혁] 2014년 스페셜티커피 전문점 어썸드립커피 오픈 2020년 고재커피로스터스로 원두 납품 시작 2022년 원두 가공 납품 회사 필리그리커피 법인 및 로스팅 공장 설립 2023년 SCI 기술평가 우수기업 인증 어썸드립커피 프랜차이즈 사업 시작 - 14년 인천삼산본점 12월 오픈 - 23년 인천논현점 3월 오픈 - 23년 부천중동점 6월 오픈 [사용 장비] 로스터기 : 디드릭 IR-12 / 디드릭 IR-2.5 / 이카와 PRO50 커피머신 : 키스반더웨스턴 스피릿 2G 그라인더 : 빅토리아 아르두이노 미토스원 / 메저 로버S / 디팅 807스윗랩 측정기 : 싱크포,경기도 부천시 중동로356번길 6 필리그리커피,콜롬비아 라 레세르바 카투라 치로소,커피,경기도 부천시 중동로356번길 6 필리그리커피,제조일로부터 1년,주문 확인 후 제조,200g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,필리그리커피 032-672-9127,1,105
3006,커피가이 블렌드,커피가이,블렌드,미디엄,,['null'],4,3,5,2,"구운 아몬드, 갈색설탕, 쇼콜라, 묵직한 바디","과테말라, 과테말라, 브라질","""COFFEE FOR EVERYONE"" 커피, 삶에 풍요로움을 더하다.  커피가이는 언제 어디서든 편하고 맛있는 커피, 한잔을 통해 일상 속 삶에 풍요로움이 더해지기를 바라며 커피를 만드는 회사입니다.",경기도 수원시 팔달구 창룡대로103번길 132,커피가이 블렌드,커피,경기도 수원시 팔달구 창룡대로103번길 132,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피가이 010-9507-2095,1,88
3390,더블 캐스트,크래커스 커피 로스터스,블렌드,라이트미디엄,,['null'],2,4,3,1,"오렌지의 기분 좋은 산미와 부드러운 단맛, 달콤한 꿀의 향기가 느껴져요.","에티오피아, 에티오피아","크래커스는 가장 근본이 되어야 하는 '맛'에 대한 이야기를 하려 합니다. 로스팅시에 커피 수분이 날아가면서 생두의 가장 약한 부분이 벌어지는데, 이를 크랙이라고 합니다. '크랙을 만드는 사람들' 이라는 의미를 담고 있습니다.",제주 제주시 한경면 용금로 442 / CRACKERS COFFEE ROASTERS,더블 캐스트,커피,제주 제주시 한경면 용금로 442 / CRACKERS COFFEE ROASTERS,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,크래커스 커피 로스터스 010-4125-2284,1,95
3200,에티오피아 예가체프 G2,링크 커피 로스터스,싱글오리진,미디엄,,['null'],2,3,2,1,"- 화사한 산미와 화려한 풍미의 에티오피아 100% 커피 - 추천 : 핸드드립, 콜드브루, 싱글오리진에스프레소",에티오피아,"""We link mind to mind."" 링크에프엔비는 커피가 자라는 산지에서 한 잔의 커피가 완성되는 순간까지, 커피의 모든 순간 속의 마음을 담아 원두를 로스팅 합니다. 커피의 달고 시고 쓴 맛이 조화로운 밸런스가 좋은 커피, 마지막 한 모금까지 맛있는 깔끔한 커피를 만듭니다.","전라남도 장성군 진원면 나노산단2로 52, 205호",에티오피아 예가체프 G2,커피,"전라남도 장성군 진원면 나노산단2로 52, 205호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,링크 커피 로스터스 010-5035-1425,1,30
